video,person_id,body_orientation,pedestrian_gender,pedestrian_direction,pedestrian_passes_wall_area,breach,transportation,innerside_of_pedestrian_group,outerside_of_pedestrian_group,pedestrian_group_size,lead_pedestrian,pedestrian_headphones,pedestrian_on_phone,motor_powered,entry_location,exit_location,pedestrian_group_id
2023-12-08,10,Baseline,Man,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-08,11,Baseline,Man,Right,1,1,Scooter,,,1,1,0,0,1,top,top,
2023-12-08,12,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,13,Baseline,Man,Left,0,0,Skateboard,,,1,1,0,0,0,top,bottom,
2023-12-08,14,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,15,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,16,Baseline,Man,Left,0,0,Skateboard,,,1,1,0,0,1,top,bottom,
2023-12-08,17,Baseline,Man,Right,1,0,Walking,,,1,1,1,0,0,top,bottom,
2023-12-08,18,Baseline,Man,Right,0,0,Scooter,,,1,1,1,0,1,bottom,top,
2023-12-08,19,Baseline,Woman,Left,1,1,Walking,,,1,1,0,1,0,top,bottom,
2023-12-08,20,Baseline,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-08,21,Baseline,Man,Right,0,0,Walking,,,1,1,0,0,0,bottom,top,
2023-12-08,22,Baseline,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,23,Baseline,Woman,Left,1,0,Walking,,,1,1,0,1,0,top,top,
2023-12-08,24,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,25,Baseline,Man,Right,1,1,Walking,0,1,2,1,0,0,0,top,top,3
2023-12-08,26,Baseline,Man,Right,1,1,Walking,1,0,2,0,0,0,0,top,top,3
2023-12-08,27,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,28,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,29,Baseline,Woman,Left,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-08,30,Baseline,Woman,Right,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-08,31,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,32,Baseline,Woman,Left,0,0,Walking,,,1,1,0,1,0,top,bottom,
2023-12-08,33,Baseline,Man,Right,1,1,Scooter,,,1,1,0,0,1,top,top,
2023-12-08,34,Baseline,Man,Left,1,1,Bike,,,1,1,0,0,0,top,bottom,
2023-12-08,35,Baseline,Woman,Left,0,0,Walking,1,0,2,0,0,0,0,bottom,bottom,4
2023-12-08,36,Baseline,Woman,Left,0,0,Walking,0,1,2,1,0,0,0,bottom,bottom,4
2023-12-08,37,Baseline,Man,Right,0,0,Scooter,,,1,1,0,0,1,bottom,top,
2023-12-08,40,Baseline,Man,Right,1,1,Skateboard,,,1,1,0,0,1,top,top,
2023-12-08,41,Baseline,Woman,Left,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-08,42,Baseline,Woman,Left,0,0,Walking,,,1,1,0,1,0,bottom,top,
2023-12-08,43,Baseline,Man,Right,1,0,Walking,,,1,1,0,1,0,top,bottom,
2023-12-08,46,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,47,Baseline,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,48,Baseline,Woman,Left,1,1,Walking,0,1,3,0,0,0,0,top,top,6
2023-12-08,49,Baseline,Woman,Left,1,1,Walking,1,0,3,0,0,1,0,top,top,6
2023-12-08,50,Baseline,Woman,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,51,Baseline,Man,Right,1,0,Bike,,,1,1,0,0,1,bottom,top,
2023-12-08,52,Baseline,Man,Left,0,0,Walking,1,0,2,0,0,0,0,top,bottom,7
2023-12-08,53,Baseline,Woman,Left,0,0,Walking,0,1,2,1,0,0,0,top,bottom,7
2023-12-08,54,Baseline,Woman,Right,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-08,55,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,56,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,57,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,58,Baseline,Man,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-08,59,Baseline,Man,Left,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-08,60,Baseline,Woman,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-08,61,Baseline,Man,Left,1,1,Walking,0,1,2,1,0,0,0,top,top,8
2023-12-08,62,Baseline,Man,Left,1,1,Walking,1,0,2,0,0,0,0,top,top,8
2023-12-08,63,Baseline,Man,Left,1,0,Scooter,,,1,1,0,0,1,top,top,
2023-12-08,64,Baseline,Woman,Left,1,1,Walking,,,1,1,1,0,0,top,top,
2023-12-11,121,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-11,122,Baseline,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-11,123,Baseline,Woman,Right,1,1,Walking,0,0,3,1,0,0,0,top,top,12
2023-12-11,124,Baseline,Woman,Right,1,0,Walking,0,1,3,0,0,0,0,top,top,12
2023-12-11,125,Baseline,Man,Right,1,1,Walking,1,0,3,0,0,0,0,top,top,12
2023-12-11,126,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-11,127,Baseline,Woman,Right,1,0,Walking,0,1,2,1,0,0,0,top,top,13
2023-12-11,128,Baseline,Woman,Right,1,1,Walking,1,0,2,0,0,0,0,top,top,13
2023-12-11,129,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-11,130,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-11,131,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-11,132,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-11,133,Baseline,Woman,Right,1,0,Walking,0,1,4,0,0,0,0,top,top,14
2023-12-11,134,Baseline,Man,Right,1,1,Walking,1,0,4,1,0,0,0,top,top,14
2023-12-11,135,Baseline,Woman,Right,1,1,Walking,0,0,4,0,0,0,0,top,top,14
2023-12-11,136,Baseline,Man,Right,1,1,Walking,0,1,2,1,0,0,0,top,top,15
2023-12-11,137,Baseline,Woman,Right,1,1,Walking,0,0,4,0,0,0,0,top,top,14
2023-12-11,138,Baseline,Woman,Right,1,1,Walking,1,0,2,0,0,0,0,top,top,15
2023-12-11,139,Baseline,Man,Left,0,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-11,140,Baseline,Man,Right,1,1,Walking,0,0,4,1,0,0,0,top,top,16
2023-12-11,141,Baseline,Man,Right,1,1,Walking,0,1,4,0,0,0,0,top,top,16
2023-12-11,142,Baseline,Woman,Right,1,1,Walking,0,0,4,0,0,0,0,top,top,16
2023-12-11,143,Baseline,Man,Right,1,1,Walking,1,0,4,0,0,0,0,top,top,16
2023-12-11,144,Baseline,Woman,Right,1,1,Walking,,,1,1,0,1,0,top,top,
2023-12-11,145,Baseline,Woman,Right,1,1,Walking,,,1,1,0,0,0,top,top,
2023-12-11,146,Baseline,Woman,Right,1,0,Walking,,,1,1,1,0,0,top,bottom,
2023-12-11,147,Baseline,Man,Right,1,0,Walking,,,1,1,0,0,0,top,top,
2023-12-11,148,Baseline,Man,Right,1,0,Walking,,,1,1,0,0,0,top,bottom,
2023-12-11,149,Baseline,Man,Right,1,1,Walking,,,1,1,0,0,0,top,top,
